"","Corncob.p.val","Corncob.q.val","ANCOMBC.p.val","ANCOMBC.q.val","ANCOMBC.LFC","LinDA.p.val","LinDA.q.val","LinDA.LFC"
"N10-formyl-tetrahydrofolate biosynthesis (1CMET2-PWY)",0.301098796026307,0.994051679716372,0.645316026792395,0.883727029193606,-0.299474568300158,0,0,-0.747806800940775
"aerobactin biosynthesis (AEROBACTINSYN-PWY)",0.136852304150814,0.994051679716372,0.489871119773551,0.883727029193606,0.393700030118674,0,0,0.450311742536726
"homolactic fermentation (ANAEROFRUCAT-PWY)",0.739560564671408,0.994051679716372,0.0309381760380169,0.472666578358591,-2.09328738020898,2.76849654312628e-11,6.29203759801426e-11,-3.33951730791226
"glycolysis III (from glucose) (ANAGLYCOLYSIS-PWY)",0.941481088020322,0.994051679716372,0.63037767748141,0.883727029193606,0.167208870485897,1.03910002824392e-08,1.78595317354424e-08,0.0912336544539433
"superpathway of arginine and polyamine biosynthesis (ARG+POLYAMINE-SYN)",0.69134944064761,0.994051679716372,0.0827951504049654,0.545505205994911,-1.78652855308631,1.1731726701214e-12,3.46905897078909e-12,-3.04402069753734
"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation (ARGDEG-PWY)",0.558138758038765,0.994051679716372,0.0822584475168684,0.545505205994911,-1.78718410257454,9.41580147184595e-13,2.84543451072268e-12,-3.04454838374363
"arginine, ornithine and proline interconversion (ARGORNPROST-PWY)",0.0286642624998936,0.716606562497339,0.918692432119817,0.953360071067735,0.0416131134654907,0,0,-0.121835344168628
"L-arginine biosynthesis I (via L-ornithine) (ARGSYN-PWY)",0.329066018803271,0.994051679716372,0.364644696651653,0.823013504223685,-0.442209620292849,9.51670005999716e-06,1.34901676108207e-05,-0.788923799498839
"L-arginine biosynthesis II (acetyl cycle) (ARGSYNBSUB-PWY)",0.432609604154555,0.994051679716372,0.436066908298739,0.880869166943052,-0.553289504516776,1.7136017014252e-06,2.56108949941267e-06,-0.958700801597517
"chorismate biosynthesis I (ARO-PWY)",0.807523581541591,0.994051679716372,0.733656300306245,0.883727029193606,0.128530677207076,5.86945381186865e-09,1.02808904348018e-08,0.0354318862518687
"superpathway of L-aspartate and L-asparagine biosynthesis (ASPASN-PWY)",0.393065195376367,0.994051679716372,0.286706513170217,0.743814067186885,0.440383058573822,0.720488123659746,0.728434683847169,0.485319269911006
"L-arginine degradation II (AST pathway) (AST-PWY)",0.930216012556183,0.994051679716372,0.030286407450067,0.472666578358591,-2.18198610962728,9.55679979597335e-13,2.85665211292682e-12,-3.6239296116821
"biotin biosynthesis I (BIOTIN-BIOSYNTHESIS-PWY)",0.926685776959081,0.994051679716372,0.0158581594041645,0.396453985104112,-2.50278210088498,1.54891655057554e-11,3.73904610976676e-11,-4.08026567235934
"superpathway of branched amino acid biosynthesis (BRANCHED-CHAIN-AA-SYN-PWY)",0.723965988002846,0.994051679716372,0.764799275072067,0.883727029193606,0.113843366878735,3.01225777654679e-09,5.41418881405469e-09,0.0142430461268696
"Calvin-Benson-Bassham cycle (CALVIN-PWY)",0.0154389476443331,0.573475408514264,0.185654422488475,0.699383098415488,0.449982843403153,8.51192011319668e-08,1.41865335219945e-07,0.499192408537547
"catechol degradation to &beta;-ketoadipate (CATECHOL-ORTHO-CLEAVAGE-PWY)",0.0751061141236794,0.831590302037231,0.00560411326449164,0.316065041449058,-2.05750693411223,1.11022302462516e-15,5.00510379953964e-15,-3.4419045994324
"coenzyme A biosynthesis I (COA-PWY)",0.794903469874028,0.994051679716372,0.552184189931373,0.883727029193606,-0.809480197330163,2.18685290920284e-06,3.25072729746368e-06,-1.43054512800032
"adenosylcobalamin salvage from cobinamide I (COBALSYN-PWY)",0.768902962315799,0.994051679716372,0.614479890970576,0.883727029193606,-0.336367372719885,6.27276008913213e-13,1.98276899369119e-12,-0.640812265387492
"colanic acid building blocks biosynthesis (COLANSYN-PWY)",0.432231260005709,0.994051679716372,0.218298113964251,0.705761196720795,-1.2974754080437,2.28461694007365e-12,6.28269658520253e-12,-2.29226130892443
"superpathway of aromatic amino acid biosynthesis (COMPLETE-ARO-PWY)",0.683685740923929,0.994051679716372,0.690031349345096,0.883727029193606,0.16088546238305,7.34752419240259e-07,1.14156449316989e-06,0.0821138447903323
"L-lysine biosynthesis I (DAPLYSINESYN-PWY)",0.772768434274743,0.994051679716372,0.631584142471616,0.883727029193606,0.216102701178322,0.316137914273706,0.334376640097189,0.16172102816661
"nitrate reduction I (denitrification) (DENITRIFICATION-PWY)",0.420263264515328,0.994051679716372,0.896771447877423,0.937688776297685,-0.156710509803947,2.33020269746476e-11,5.4305571339221e-11,-0.533301635505253
"dTDP-L-rhamnose biosynthesis I (DTDPRHAMSYN-PWY)",0.917591827636439,0.994051679716372,0.580175812165514,0.883727029193606,-0.587397735569232,0.125451839294484,0.137997023223933,-1.02373134751476
"enterobacterial common antigen biosynthesis (ECASYN-PWY)",0.546103708730039,0.994051679716372,0.0952556465631584,0.545505205994911,-1.6986627558553,4.97157870427145e-13,1.6472098116562e-12,-2.91638599979085
"fatty acid &beta;-oxidation I (FAO-PWY)",0.00790394247879261,0.543396045416992,0.0149503596656871,0.396453985104112,-1.91109736221947,5.35127497869325e-14,2.04388974880645e-13,-3.18470928273464
"fatty acid elongation -- saturated (FASYN-ELONG-PWY)",0.871167326230017,0.994051679716372,0.229294670794972,0.706637034176651,-1.00738521647429,0.00102317103134553,0.00130870713311637,-1.62584531046007
"mixed acid fermentation (FERMENTATION-PWY)",0.700514404381726,0.994051679716372,0.681788689472579,0.883727029193606,0.178416684681212,4.77582862146164e-10,9.7285397844589e-10,0.107274996240721
"superpathway of tetrahydrofolate biosynthesis and salvage (FOLSYN-PWY)",0.44589269253092,0.994051679716372,0.23640220779728,0.706637034176651,-1.23260868795276,1.29429800210801e-12,3.78651011255002e-12,-2.19155434104482
"superpathway of fucose and rhamnose degradation (FUC-RHAMCAT-PWY)",0.371145457617687,0.994051679716372,0.172320964609314,0.658170350938351,-1.38260505451837,1.68309810533174e-13,6.25475647251659e-13,-2.44955629426737
"fucose degradation (FUCCAT-PWY)",0.590558562930399,0.994051679716372,0.368111494616412,0.823013504223685,-0.5594575338824,1.15667276834319e-06,1.73816946062502e-06,-0.965479384102283
"D-galactarate degradation I (GALACTARDEG-PWY)",0.624707127674032,0.994051679716372,0.215320878488035,0.705761196720795,-1.26216505241906,8.46434033974219e-13,2.6153860600327e-12,-2.26045917537898
"D-galacturonate degradation I (GALACTUROCAT-PWY)",0.61529974566716,0.994051679716372,0.914873405052454,0.952993130262973,-0.0763147491074324,5.82190962106210e-11,1.30164645999356e-10,-0.218198596439182
"gallate degradation II (GALLATE-DEGRADATION-I-PWY)",0.369833862201624,0.994051679716372,0.742589660408975,0.883727029193606,0.212662499680015,0,0,0.16429246597437
"gallate degradation I (GALLATE-DEGRADATION-II-PWY)",0.369833862201624,0.994051679716372,0.742589660408975,0.883727029193606,0.212662499680015,0,0,0.16429246597437
"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation (GLCMANNANAUT-PWY)",0.434570764355359,0.994051679716372,0.664687162551279,0.883727029193606,0.229453327933622,0.00389036279524668,0.00475488786085706,0.180634461093692
"D-glucarate degradation I (GLUCARDEG-PWY)",0.635216116369051,0.994051679716372,0.104019106333237,0.545505205994911,-1.66603509430202,4.86499729390744e-13,1.63155397051774e-12,-2.87003467197317
"superpathway of D-glucarate and D-galactarate degradation (GLUCARGALACTSUPER-PWY)",0.624707127674032,0.994051679716372,0.215320878488035,0.705761196720795,-1.26216505241906,8.46434033974219e-13,2.6153860600327e-12,-2.26045917537898
"gluconeogenesis I (GLUCONEO-PWY)",0.420648661874305,0.994051679716372,0.820772471215999,0.888631612537006,-0.116005555396896,0.000474767588415692,0.000627697532761131,-0.317714096511938
"glucose and glucose-1-phosphate degradation (GLUCOSE1PMETAB-PWY)",0.626268716673364,0.994051679716372,0.57801117738249,0.883727029193606,0.257714730392094,0.105276475449617,0.11721065080423,0.221758508622492
"superpathway of &beta;-D-glucuronide and D-glucuronate degradation (GLUCUROCAT-PWY)",0.861157130781237,0.994051679716372,0.423995966193149,0.880869166943052,0.567122828757563,0,0,0.737336100802459
"L-ornithine biosynthesis (GLUTORN-PWY)",0.417647576004175,0.994051679716372,0.362331964808972,0.823013504223685,-0.441646065736569,2.49873523869848e-05,3.45302608362855e-05,-0.788103143658411
"glycogen degradation I (bacterial) (GLYCOCAT-PWY)",0.868910894859377,0.994051679716372,0.950961645496072,0.957928397477729,-0.0506655056893063,8.66736806104385e-07,1.33157889205981e-06,-0.188758091347093
"glycogen biosynthesis I (from ADP-D-Glucose) (GLYCOGENSYNTH-PWY)",0.858871765013088,0.994051679716372,0.594154981063116,0.883727029193606,0.194159592796672,3.45002041135523e-06,5.04657241022706e-06,0.130115277091088
"glycolysis I (from glucose 6-phosphate) (GLYCOLYSIS)",0.282821345920597,0.994051679716372,0.113761624056071,0.545505205994911,-0.948818125017872,0.000208032424144911,0.00028043586588162,-1.52218319285339
"superpathway of glycolysis and Entner-Doudoroff (GLYCOLYSIS-E-D)",0.914520216640931,0.994051679716372,0.0513544127545847,0.523054203981881,-2.02497470158005,3.93596266690110e-12,1.03084736514077e-11,-3.39245203360026
"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass (GLYCOLYSIS-TCA-GLYOX-BYPASS)",0.59582516587898,0.994051679716372,0.0860726865266645,0.545505205994911,-1.797256543114,2.83484347107787e-12,7.64296033869035e-12,-3.05381287139699
"glyoxylate cycle (GLYOXYLATE-BYPASS)",0.500851162048722,0.994051679716372,0.0415148133423792,0.480499217793017,-1.80120164141093,7.48182626963967e-11,1.64600177932073e-10,-2.9722744080765
"superpathway of glycerol degradation to 1,3-propanediol (GOLPDLCAT-PWY)",0.376467078300636,0.994051679716372,0.718161367426045,0.883727029193606,0.240221894871927,0,0,0.20924747057701
"3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate (HCAMHPDEG-PWY)",0.475718108748529,0.994051679716372,0.161438322284411,0.641761508495514,-1.43872727972073,4.21773727055097e-13,1.46819968278673e-12,-2.53024737468004
"heme biosynthesis I (aerobic) (HEME-BIOSYNTHESIS-II)",0.990383496256065,0.994051679716372,0.484078696581523,0.883727029193606,0.341915324718599,0.465889730383025,0.485301802482318,0.343478364708145
"heme biosynthesis II (anaerobic) (HEMESYN2-PWY)",0.780428394283355,0.994051679716372,0.598707254186284,0.883727029193606,-0.560847469120942,1.84838099173135e-05,2.59339169758225e-05,-1.15784395349755
"superpathway of hexitol degradation (bacteria) (HEXITOLDEGSUPER-PWY)",0.538708660466073,0.994051679716372,0.0873699468030498,0.545505205994911,-1.78954810242459,2.19979590099229e-12,6.17289666094774e-12,-3.04805613415389
"L-histidine degradation I (HISDEG-PWY)",0.778463876858906,0.994051679716372,0.720110110746444,0.883727029193606,-0.373310089780934,0.702396794532668,0.712764274894773,-0.714854499356406
