"","Corncob.p.val","Corncob.q.val","ANCOMBC.p.val","ANCOMBC.q.val","ANCOMBC.LFC","LinDA.p.val","LinDA.q.val","LinDA.LFC"
"N10-formyl-tetrahydrofolate biosynthesis (1CMET2-PWY)",0.319861445769363,0.658677643880614,0.0526123712283857,0.218302077634197,-1.04143599118701,0,0,-1.90009209250517
"aerobactin biosynthesis (AEROBACTINSYN-PWY)",0.758463285185121,0.912833067417275,0.399234457680423,0.7601722660355,0.535317669977382,0,0,0.668447312945352
"homolactic fermentation (ANAEROFRUCAT-PWY)",0.594543446101504,0.823788990754562,0.0137404796181691,0.0707380247009447,-1.41374393948505,5.44009282066327e-15,1.06503225643971e-14,-2.27928202651609
"glycolysis III (from glucose) (ANAGLYCOLYSIS-PWY)",0.0741949232781883,0.377189710075744,0.311666480167511,0.687645091163239,0.280595594365603,1.61348712168774e-12,2.66993702279281e-12,0.260830702076302
"superpathway of arginine and polyamine biosynthesis (ARG+POLYAMINE-SYN)",0.30603577507975,0.649449965436416,2.87696726648907e-06,4.20945736886296e-05,-2.88927388574699,0,0,-4.65817679527294
"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation (ARGDEG-PWY)",0.012032268185443,0.222998037036877,5.66983915803905e-08,3.15243057186971e-06,-3.10205008688882,0,0,-4.94349657510249
"arginine, ornithine and proline interconversion (ARGORNPROST-PWY)",0.8597164267618,0.945215163490578,0.707365879664565,0.897934769619859,-0.166657649826094,0,0,-0.504166771495062
"L-arginine biosynthesis I (via L-ornithine) (ARGSYN-PWY)",0.992918176393292,0.992918176393292,0.841225862146264,0.928019006653418,0.0719596728680986,4.63117069526842e-06,5.90580483158082e-06,-0.0402376858674511
"L-arginine biosynthesis II (acetyl cycle) (ARGSYNBSUB-PWY)",0.986797093755277,0.992918176393292,0.783574646580172,0.923024371819016,0.121308047152091,1.79876796790879e-08,2.60446612020127e-08,0.0310562490160126
"chorismate biosynthesis I (ARO-PWY)",0.167455720427755,0.535088394010527,0.437541133910254,0.7601722660355,0.215049789866187,8.3233420156148e-13,1.43719818654715e-12,0.166266996616066
"superpathway of L-aspartate and L-asparagine biosynthesis (ASPASN-PWY)",0.855032493245772,0.945215163490578,0.922424926711605,0.967675960852175,-0.0341061544668941,0.63210641620519,0.63210641620519,-0.193411472545339
"L-arginine degradation II (AST pathway) (AST-PWY)",0.259436532772103,0.591175050087252,1.43924659904358e-05,0.000153888674820814,-2.65033516952262,0,0,-4.23241400147763
"biotin biosynthesis I (BIOTIN-BIOSYNTHESIS-PWY)",0.385967019419432,0.693337018700443,0.000600053701623115,0.00397178402502919,-2.18468396803054,0,0,-3.45115516660352
"superpathway of branched amino acid biosynthesis (BRANCHED-CHAIN-AA-SYN-PWY)",0.905833585723468,0.972284698189669,0.652542965297332,0.876362050012842,0.127468834239987,1.09856568286659e-12,1.87362736096265e-12,0.0399133243841131
"Calvin-Benson-Bassham cycle (CALVIN-PWY)",0.000572007681994009,0.0397545338985836,0.0711405260363381,0.260621915060686,0.474631533831673,9.45561406950901e-11,1.47677568051882e-10,0.540768579987113
"catechol degradation to &beta;-ketoadipate (CATECHOL-ORTHO-CLEAVAGE-PWY)",0.0614875871482575,0.356115608900325,0.258295420371594,0.6220744655544,-0.83599157060126,0,0,-1.44857115845
"coenzyme A biosynthesis I (COA-PWY)",0.298446572321858,0.643163931050205,0.963821840267464,0.977892232096186,-0.0368654112102167,3.21547899417851e-10,4.91155582627267e-10,-0.14681544112747
"adenosylcobalamin salvage from cobinamide I (COBALSYN-PWY)",0.00186419976749469,0.0647809419204405,0.00166220307057424,0.0102687211915475,-1.3609349069065,0,0,-2.15876749309161
"colanic acid building blocks biosynthesis (COLANSYN-PWY)",0.48218400992334,0.770385946889014,2.75388748973933e-05,0.000225170800631628,-2.74757349940814,0,0,-4.45031495984277
"superpathway of aromatic amino acid biosynthesis (COMPLETE-ARO-PWY)",0.687113349733222,0.86691098752347,0.400698417570865,0.7601722660355,0.251889737045694,4.68062477665399e-10,7.03358750221518e-10,0.219419413467486
"L-lysine biosynthesis I (DAPLYSINESYN-PWY)",0.255054686114325,0.589971545405533,0.282018232205377,0.649094659844731,-0.339714529589072,0.351147367363687,0.354978065916745,-0.634218336672042
"nitrate reduction I (denitrification) (DENITRIFICATION-PWY)",0.718806428759778,0.892090121407224,0.360369055804486,0.74763132472871,0.933105124902847,1.86517468137026e-13,3.38901020536558e-13,1.26852396624234
"dTDP-L-rhamnose biosynthesis I (DTDPRHAMSYN-PWY)",0.0203330251242149,0.246325774614986,0.116760168284953,0.356695898716669,0.460178870491778,1.20189571628515e-08,1.75856320593301e-08,0.519919647534799
"enterobacterial common antigen biosynthesis (ECASYN-PWY)",0.387872608613636,0.693337018700443,1.55214357601259e-06,3.08211367236786e-05,-2.86360365315182,0,0,-4.59163721989575
"fatty acid &beta;-oxidation I (FAO-PWY)",0.668194900636685,0.86691098752347,0.664863560011151,0.880152712776667,-0.348894874228555,0,0,-0.606985096506516
"fatty acid elongation -- saturated (FASYN-ELONG-PWY)",0.240379325586154,0.589971545405533,0.0448487989049984,0.194811970243587,-0.856363810003656,1.85389029239147e-07,2.6029368751759e-07,-1.38084827019753
