"","Corncob.p.val","Corncob.q.val","ANCOMBC.p.val","ANCOMBC.q.val","ANCOMBC.LFC","LinDA.p.val","LinDA.q.val","LinDA.LFC"
"Actinomyces graevenitzii",6.38334978770183e-06,4.78115761789871e-05,0.100900835928558,0.390149898923758,-0.888282100569667,0.194390351605872,0.655086272113009,-1.54319808203745
"Actinomyces sp._HMT_448",0.00394986460700531,0.0103081832426724,0.824041348579989,0.990848594284404,-0.0685033259612663,0.49728543466699,0.893620280945853,-0.142678413185702
"Schaalia odontolytica",2.61685972010574e-07,2.80398918239275e-06,0.211347919821953,0.537483801470897,-0.885179999977466,0.395684483951072,0.846621564920196,-1.45549716370819
"Schaalia sp._HMT_178",0.00194271963661332,0.00593917146050358,0.307062210529697,0.603715532566863,-0.296184668351312,0.532767234074597,0.913357995857542,-0.547540203224039
"Alloscardovia omnicolens",0.0132164171494415,0.0288603394895968,0.132327313545352,0.466377408176896,-0.649182216691093,0.108672938802693,0.57300276823238,-1.10392114160687
"Bifidobacterium dentium",2.31342442410176e-05,0.000112516551535858,0.47539424794991,0.787796182316994,0.401201268794124,0.662741718515255,0.913357995857542,0.668584337378635
"Parascardovia denticolens",0.225497576994066,0.321709876511534,0.59066707555884,0.883104597509173,0.165550190557282,0.630560690990623,0.913357995857542,0.206833493710288
"Scardovia wiggsiae",NA,NA,0.669025906549008,0.942691960453582,0.30307755210728,0.181865566546123,0.655086272113009,0.390346011677711
"Corynebacterium durum",0.59409792258179,0.714252558609567,0.0150355400926076,0.142891475718248,-0.677861892350119,0.0308378326617518,0.310604585038204,-1.22983536963003
"Corynebacterium matruchotii",0.60812577267442,0.722993974179588,0,0,-0.650459935952985,0.0138405218466671,0.221616738894236,-1.25595322508934
"Mycobacterium tuberculosis",1.76205286488554e-12,6.28465521809177e-11,0.105411906313533,0.394444552657091,1.11559268832756,0.0515709995136622,0.373889746474051,1.69891094693186
"Rothia aeria",5.41282380893019e-06,4.45517036581177e-05,0.69059193995041,0.942691960453582,0.181092545221186,0.282679948206695,0.745247136181286,0.170327961637482
"Rothia dentocariosa",0.00010500425010605,0.000416127954123977,0.757567483933545,0.965690419080123,-0.253232749415273,0.337685004140782,0.818201939287792,-0.393932353462967
"Rothia mucilaginosa",5.96563691201051e-08,9.11890213693035e-07,0.00790054746180672,0.130923357938511,-2.03957141801866,0.00780847000499874,0.181156504115971,-3.11378234867443
