"","Corncob.p.val","Corncob.q.val","ANCOMBC.p.val","ANCOMBC.q.val","ANCOMBC.LFC","LinDA.p.val","LinDA.q.val","LinDA.LFC"
"Actinomyces graevenitzii",0.131066643746226,0.614845845071017,0.131386032862268,0.795423492088069,-0.921436073147221,0.00339744725757929,0.012713028447716,-1.47070285910995
"Actinomyces sp._HMT_448",0.571978394828391,0.877886745179751,0.829234762811754,0.971628610971348,-0.0760782938772306,0.759073255652633,0.815300904219494,-0.071386678998924
"Schaalia odontolytica",0.647278168453019,0.890066591049309,0.303727749445602,0.795423492088069,-0.846888757112376,4.88052183111876e-08,4.71783777008146e-07,-1.24057754483622
"Schaalia sp._HMT_178",0.180924319144409,0.659975659062411,0.332850819529588,0.795423492088069,-0.324212694661821,0.293457342233835,0.430899388596517,-0.491160499335523
"Alloscardovia omnicolens",0.263235898352117,0.734496949827513,0.290287784866253,0.795423492088069,-0.518397897113568,0.532908608033233,0.657631899275054,-0.796987942569931
"Bifidobacterium dentium",0.506229487583337,0.855425700505369,0.438854340462383,0.795423492088069,0.570980211554241,0.000153744127802335,0.000810702223413012,0.983085363558383
"Parascardovia denticolens",0.0769899837012791,0.539226106191694,0.410689241136766,0.795423492088069,0.307535269160493,0.648487187625319,0.723312632351318,0.559812200963748
"Scardovia wiggsiae",0.0369674971287728,0.476469962993072,0.316760696094435,0.795423492088069,0.799638855582811,3.6860464751598e-06,2.67238369449085e-05,1.3369575458661
"Corynebacterium durum",0.265938550799617,0.734496949827513,0.399210388659971,0.795423492088069,-0.26884127844341,0.340931857516579,0.488248092245964,-0.399310924616033
"Corynebacterium matruchotii",0.950787882019947,0.99472473907205,0,0,-0.51932366389301,0.0229258952315732,0.0618466010898253,-0.908439753194423
"Mycobacterium tuberculosis",0.0310284376237864,0.476352465207875,0.198909480200387,0.795423492088069,1.04339207530752,5.40030120621537e-09,6.26434939920983e-08,1.70156669219479
"Rothia aeria",0.0643742618962635,0.539226106191694,0.343012025866731,0.795423492088069,0.5190210262437,0.612614302897502,0.703596625110002,0.826628417036241
"Rothia dentocariosa",0.189745891613302,0.662656259232064,0.581310936649235,0.897137141282128,-0.43087105501668,0.00015375386995764,0.000810702223413012,-0.612259109076638
"Rothia mucilaginosa",0.00865702645726252,0.251053767260613,0.0378557726659066,0.672696998948077,-1.73913116210262,0,0,-2.5610827141497
"Lancefieldella parvula",0.0990061603216321,0.614845845071017,0.0300418443877026,0.672696998948077,-1.83404230304478,1.01270325458813e-10,1.67819396474605e-09,-2.82537970475449
"Olsenella sp._HMT_807",0.356550587726465,0.767995817935606,0.0517880235053551,0.672696998948077,-0.749703507177723,0.134921119327663,0.265268641389981,-1.20846122669962
"Olsenella uli",0.368215445664582,0.767995817935606,0.921791746707183,0.97258367075067,0.0322240674127941,0.957342055708696,0.957342055708696,0.149303826187798
"Cryptobacterium curtum",0.143231909027012,0.614845845071017,0.373087806729615,0.795423492088069,-0.362736214079934,0.68723828876671,0.759234680923222,-0.500674131148476
"Slackia exigua",0.660034608266451,0.890066591049309,0.415140280135695,0.795423492088069,-0.27375486234778,0.729071137709598,0.790394878264611,-0.412884629243885
"Bacteroidales_[G-2] bacterium_HMT_274",0.675222931140855,0.890066591049309,0.517484185148145,0.857545221102641,0.181068359793144,0.0910396509754376,0.19925659458775,0.347169697639738
"Porphyromonas catoniae",0.392560638120749,0.767995817935606,0.191848607523074,0.795423492088069,0.598681829260409,0.275797185209776,0.426566313124453,1.04875255999286
"Porphyromonas endodontalis",0.372952435265025,0.767995817935606,0.988002641979404,0.996593969300964,0.00674166963441196,0.609707442260188,0.703596625110002,0.15024644236648
"Porphyromonas gingivalis",0.396811054062093,0.767995817935606,0.657628044047587,0.897468860112002,-0.154381376778445,0.624558049109103,0.710281702908392,-0.189366927989716
"Porphyromonas sp._HMT_285",0.838426826220944,0.944247687782811,0.427126548614777,0.795423492088069,-0.914300729433274,1.84347192619949e-05,0.000125789849081848,-1.41976258506198
"Alloprevotella rava",0.182062250775837,0.659975659062411,0.372428931875439,0.795423492088069,-0.6206958576539,0.000149278058457325,0.000810702223413012,-0.984677354731065
"Alloprevotella tannerae",0.686109283397957,0.89224761469932,0.397583824112953,0.795423492088069,-0.326060616758657,0.488773068082647,0.623051383489967,-0.497896445716034
