"","Corncob.p.val","Corncob.q.val","ANCOMBC.p.val","ANCOMBC.q.val","ANCOMBC.LFC","LinDA.p.val","LinDA.q.val","LinDA.LFC"
"aerobactin biosynthesis (AEROBACTINSYN-PWY)",0.0783685606917401,0.205909551621435,0.131061408570955,0.290284772702611,0.790370115376401,0,0,1.18941308811309
"homolactic fermentation (ANAEROFRUCAT-PWY)",1.41631256991028e-06,0.000379571768735956,0.0909153517848796,0.239409097797719,1.1546941056892,0,0,1.65222515618122
"glycolysis III (from glucose) (ANAGLYCOLYSIS-PWY)",0.107358470895704,0.254620090265918,0.530868030641767,0.790403512288853,0.182997496448595,1.16540920225283e-06,1.43930721752884e-06,0.197152555391315
"superpathway of arginine and polyamine biosynthesis (ARG+POLYAMINE-SYN)",0.0022774204604029,0.0506773096885191,0.0108204315475312,0.0743557860189325,1.41068853645741,0,0,2.24224972409182
"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation (ARGDEG-PWY)",0.00698378845127837,0.0759157800386676,0.0040863819475383,0.0446493736475454,1.40513013509902,0,0,2.2727709307403
"arginine, ornithine and proline interconversion (ARGORNPROST-PWY)",0.603792792190172,0.73220121405867,0.42658327307639,0.691965730690895,-0.346597560968876,0,0,-0.687437237796601
"L-arginine biosynthesis I (via L-ornithine) (ARGSYN-PWY)",0.0895382900460509,0.225612259734997,0.00447672835868347,0.0446493736475454,1.10960533604239,5.6621374255883e-14,9.85358980556925e-14,1.53803338012367
"L-arginine biosynthesis II (acetyl cycle) (ARGSYNBSUB-PWY)",0.0352664466717482,0.136976923304761,0.00278844781614861,0.0415168897071015,1.46733797981987,1.26565424807268e-14,2.29186039515863e-14,2.11050672641626
"chorismate biosynthesis I (ARO-PWY)",0.420775994182479,0.593515612846865,0.965619828334941,0.973637170061447,0.0129466215951118,3.34495989573469e-07,4.22853420781555e-07,-0.0481778099141593
"superpathway of L-aspartate and L-asparagine biosynthesis (ASPASN-PWY)",0.208882291565434,0.427331710988827,0.0719691437074205,0.211953082566909,0.786885928486736,9.88630935072621e-06,1.17235880796222e-05,1.07276050516428
"L-arginine degradation II (AST pathway) (AST-PWY)",0.0579791005262551,0.170406172062519,0.00962386085952351,0.0678735450092711,1.60046533570967,0,0,2.49851258006032
"biotin biosynthesis I (BIOTIN-BIOSYNTHESIS-PWY)",0.0478937414436897,0.154621846771713,0.0186696492696697,0.0934394814497422,1.62137999964998,0,0,2.53970337878164
"superpathway of branched amino acid biosynthesis (BRANCHED-CHAIN-AA-SYN-PWY)",0.231204904393404,0.433307093548478,0.906733901878625,0.966863268122207,-0.0359043137719765,4.782893889832e-07,5.98464495756561e-07,-0.11865405795189
"Calvin-Benson-Bassham cycle (CALVIN-PWY)",0.376044699502921,0.559691473906814,0.338256627025,0.592501804200654,0.317321381431623,0.000722674348997532,0.000806986356380577,0.391038525655624
"catechol degradation to &beta;-ketoadipate (CATECHOL-ORTHO-CLEAVAGE-PWY)",0.507160209741887,0.661778455738649,0.0297451960984804,0.115532066005692,1.33141787367277,0,0,2.11061551148053
