path 1 fam0 9 fam-found 7 # 1CMET2-PWY
   5-FORMYL-THF-CYCLO-LIGASE-RXN hits 10720.33 # 5-FORMYL-THF-CYCLO-LIGASE-RXN
   METHENYLTHFCYCLOHYDRO-RXN hits 49203.12 # METHENYLTHFCYCLOHYDRO-RXN
   THYMIDYLATESYN-RXN hits 92759.3 # THYMIDYLATESYN-RXN
   1.5.1.20-RXN hits 83101.04000000001 # 1.5.1.20-RXN
   HOMOCYSMETB12-RXN hits 1836.12 # HOMOCYSMETB12-RXN
   GLYOHMETRANS-RXN hits 92431.42 # GLYOHMETRANS-RXN
   DIHYDROFOLATEREDUCT-RXN hits 85642.84000000001 # DIHYDROFOLATEREDUCT-RXN
path 4 fam0 4 fam-found 1 # AEROBACTINSYN-PWY
   1.14.13.59-RXN hits 67.5 # 1.14.13.59-RXN
path 5 fam0 47 fam-found 34 # ALL-CHORISMATE-PWY
   RXN-8992 hits 16678.75 # RXN-8992
   4OHBENZOATE-OCTAPRENYLTRANSFER-RXN hits 195.5 # 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
   3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN hits 191.5 # 3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
   2-OCTAPRENYL-6-OHPHENOL-METHY-RXN hits 3433.33 # 2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
   RXN-15889 hits 80575.25 # RXN-15889
   ENTDB-RXN hits 80575.25 # ENTDB-RXN
   ISOCHORMAT-RXN hits 1916.0 # ISOCHORMAT-RXN
   DHBDEHYD-RXN hits 6527.75 # DHBDEHYD-RXN
   DAHPSYN-RXN hits 155143.88 # DAHPSYN-RXN
   3-DEHYDROQUINATE-SYNTHASE-RXN hits 90281.75 # 3-DEHYDROQUINATE-SYNTHASE-RXN
   3-DEHYDROQUINATE-DEHYDRATASE-RXN hits 89946.75000000001 # 3-DEHYDROQUINATE-DEHYDRATASE-RXN
   RXN-7968 hits 7.0 # RXN-7968
   SHIKIMATE-5-DEHYDROGENASE-RXN hits 97846.58 # SHIKIMATE-5-DEHYDROGENASE-RXN
   SHIKIMATE-KINASE-RXN hits 92714.37 # SHIKIMATE-KINASE-RXN
   2.5.1.19-RXN hits 89941.75000000001 # 2.5.1.19-RXN
   CHORISMATE-SYNTHASE-RXN hits 89959.75000000001 # CHORISMATE-SYNTHASE-RXN
   ANTHRANSYN-RXN hits 101261.8 # ANTHRANSYN-RXN
   PRTRANS-RXN hits 80231.3 # PRTRANS-RXN
   PRAISOM-RXN hits 73671.72 # PRAISOM-RXN
   IGPSYN-RXN hits 82923.55 # IGPSYN-RXN
   CHORISMATEMUT-RXN hits 201.0 # CHORISMATEMUT-RXN
   PREPHENATEDEHYDRAT-RXN hits 5135.66 # PREPHENATEDEHYDRAT-RXN
   PHEAMINOTRANS-RXN hits 188.5 # PHEAMINOTRANS-RXN
   PABASYN-RXN hits 70646.06 # PABASYN-RXN
   CHORPYRLY-RXN hits 277.0 # CHORPYRLY-RXN
   ISOCHORSYN-RXN hits 96924.42 # ISOCHORSYN-RXN
   2.5.1.64-RXN hits 12942.33 # 2.5.1.64-RXN
   RXN-9310 hits 51365.310000000005 # RXN-9310
   O-SUCCINYLBENZOATE-COA-SYN-RXN hits 11447.58 # O-SUCCINYLBENZOATE-COA-SYN-RXN
   O-SUCCINYLBENZOATE-COA-LIG-RXN hits 14171.33 # O-SUCCINYLBENZOATE-COA-LIG-RXN
   NAPHTHOATE-SYN-RXN hits 13276.58 # NAPHTHOATE-SYN-RXN
   RXN-9311 hits 10824.5 # RXN-9311
   DMK-RXN hits 18522.66 # DMK-RXN
   ADOMET-DMK-METHYLTRANSFER-RXN hits 254579.11 # ADOMET-DMK-METHYLTRANSFER-RXN
path 6 fam0 14 fam-found 14 # ANAEROFRUCAT-PWY
   F16BDEPHOS-RXN hits 90612.1 # F16BDEPHOS-RXN
   3PGAREARR-RXN hits 6327.45 # 3PGAREARR-RXN
   PEPSYNTH-RXN hits 349.5 # PEPSYNTH-RXN
   GLUCOKIN-RXN hits 84814.9 # GLUCOKIN-RXN
   PGLUCISOM-RXN hits 92881.25 # PGLUCISOM-RXN
   6PFRUCTPHOS-RXN hits 89073.82 # 6PFRUCTPHOS-RXN
   F16ALDOLASE-RXN hits 90834.25 # F16ALDOLASE-RXN
   TRIOSEPISOMERIZATION-RXN hits 92612.25 # TRIOSEPISOMERIZATION-RXN
   GAPOXNPHOSPHN-RXN hits 93356.41 # GAPOXNPHOSPHN-RXN
   PHOSGLYPHOS-RXN hits 92714.8 # PHOSGLYPHOS-RXN
   RXN-15513 hits 219429.72 # RXN-15513
   2PGADEHYDRAT-RXN hits 92836.25 # 2PGADEHYDRAT-RXN
   PEPDEPHOS-RXN hits 92828.75 # PEPDEPHOS-RXN
   L-LACTATE-DEHYDROGENASE-RXN hits 87082.16 # L-LACTATE-DEHYDROGENASE-RXN
path 7 fam0 10 fam-found 10 # ANAGLYCOLYSIS-PWY
   GLUCOKIN-RXN hits 84814.9 # GLUCOKIN-RXN
   PGLUCISOM-RXN hits 92881.25 # PGLUCISOM-RXN
   6PFRUCTPHOS-RXN hits 89073.82 # 6PFRUCTPHOS-RXN
   F16ALDOLASE-RXN hits 90834.25 # F16ALDOLASE-RXN
   TRIOSEPISOMERIZATION-RXN hits 92612.25 # TRIOSEPISOMERIZATION-RXN
   GAPOXNPHOSPHN-RXN hits 93356.41 # GAPOXNPHOSPHN-RXN
   PHOSGLYPHOS-RXN hits 92714.8 # PHOSGLYPHOS-RXN
   RXN-15513 hits 219429.72 # RXN-15513
   2PGADEHYDRAT-RXN hits 92836.25 # 2PGADEHYDRAT-RXN
   PEPDEPHOS-RXN hits 92828.75 # PEPDEPHOS-RXN
path 8 fam0 16 fam-found 15 # ARG+POLYAMINE-SYN
   LYSDECARBOX-RXN hits 0.5 # LYSDECARBOX-RXN
   ORNDECARBOX-RXN hits 587.67 # ORNDECARBOX-RXN
   ARGDECARBOX-RXN hits 28382.870000000003 # ARGDECARBOX-RXN
   AGMATIN-RXN hits 1.0 # AGMATIN-RXN
   SAMDECARB-RXN hits 644.1600000000001 # SAMDECARB-RXN
   SPERMIDINESYN-RXN hits 36999.94 # SPERMIDINESYN-RXN
   CARBPSYN-RXN hits 84824.56999999999 # CARBPSYN-RXN
   N-ACETYLTRANSFER-RXN hits 601.16 # N-ACETYLTRANSFER-RXN
   ACETYLGLUTKIN-RXN hits 1056.54 # ACETYLGLUTKIN-RXN
   N-ACETYLGLUTPREDUCT-RXN hits 1056.54 # N-ACETYLGLUTPREDUCT-RXN
   ACETYLORNTRANSAM-RXN hits 1171.29 # ACETYLORNTRANSAM-RXN
   ACETYLORNDEACET-RXN hits 9391.0 # ACETYLORNDEACET-RXN
   ORNCARBAMTRANSFER-RXN hits 52469.21000000001 # ORNCARBAMTRANSFER-RXN
   ARGSUCCINSYN-RXN hits 28604.83 # ARGSUCCINSYN-RXN
   ARGSUCCINLYA-RXN hits 28715.96 # ARGSUCCINLYA-RXN
path 9 fam0 11 fam-found 6 # ARGDEG-PWY
   ARGDECARBOX-RXN hits 28382.870000000003 # ARGDECARBOX-RXN
   AGMATIN-RXN hits 1.0 # AGMATIN-RXN
   RXN0-3942 hits 6.0 # RXN0-3942
   AMINOBUTDEHYDROG-RXN hits 4566.0 # AMINOBUTDEHYDROG-RXN
   SUCCSEMIALDDEHYDROG-RXN hits 383.46 # SUCCSEMIALDDEHYDROG-RXN
   GABATRANSAM-RXN hits 4645.5 # GABATRANSAM-RXN
path 10 fam0 13 fam-found 10 # ARGORNPROST-PWY
   ARGININE-DEIMINASE-RXN hits 52975.41 # ARGININE-DEIMINASE-RXN
   ORNCARBAMTRANSFER-RXN hits 52469.21000000001 # ORNCARBAMTRANSFER-RXN
   CARBAMATE-KINASE-RXN hits 51090.75 # CARBAMATE-KINASE-RXN
   ORNITHINE-CYCLODEAMINASE-RXN hits 6519.0 # ORNITHINE-CYCLODEAMINASE-RXN
   ORNITHINE-RACEMASE-RXN hits 229.0 # ORNITHINE-RACEMASE-RXN
   ORNMUTST-RXN hits 24.0 # ORNMUTST-RXN
   24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN hits 12.0 # 24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN
   ORNITHINE-GLU-AMINOTRANSFORASE-RXN hits 133.25 # ORNITHINE-GLU-AMINOTRANSFORASE-RXN
   PYRROLINECARBREDUCT-RXN hits 85711.50000000001 # PYRROLINECARBREDUCT-RXN
   PROLINE-RACEMASE-RXN hits 293.0 # PROLINE-RACEMASE-RXN
path 11 fam0 9 fam-found 9 # ARGSYN-PWY
   CARBPSYN-RXN hits 84824.56999999999 # CARBPSYN-RXN
   N-ACETYLTRANSFER-RXN hits 601.16 # N-ACETYLTRANSFER-RXN
   ACETYLGLUTKIN-RXN hits 1056.54 # ACETYLGLUTKIN-RXN
   N-ACETYLGLUTPREDUCT-RXN hits 1056.54 # N-ACETYLGLUTPREDUCT-RXN
   ACETYLORNTRANSAM-RXN hits 1171.29 # ACETYLORNTRANSAM-RXN
   ACETYLORNDEACET-RXN hits 9391.0 # ACETYLORNDEACET-RXN
   ORNCARBAMTRANSFER-RXN hits 52469.21000000001 # ORNCARBAMTRANSFER-RXN
   ARGSUCCINSYN-RXN hits 28604.83 # ARGSUCCINSYN-RXN
   ARGSUCCINLYA-RXN hits 28715.96 # ARGSUCCINLYA-RXN
path 12 fam0 9 fam-found 8 # ARGSYNBSUB-PWY
   N-ACETYLTRANSFER-RXN hits 601.16 # N-ACETYLTRANSFER-RXN
   ACETYLGLUTKIN-RXN hits 1056.54 # ACETYLGLUTKIN-RXN
   N-ACETYLGLUTPREDUCT-RXN hits 1056.54 # N-ACETYLGLUTPREDUCT-RXN
   ACETYLORNTRANSAM-RXN hits 1171.29 # ACETYLORNTRANSAM-RXN
   CARBPSYN-RXN hits 84824.56999999999 # CARBPSYN-RXN
   ORNCARBAMTRANSFER-RXN hits 52469.21000000001 # ORNCARBAMTRANSFER-RXN
   ARGSUCCINSYN-RXN hits 28604.83 # ARGSUCCINSYN-RXN
   ARGSUCCINLYA-RXN hits 28715.96 # ARGSUCCINLYA-RXN
path 13 fam0 8 fam-found 8 # ARO-PWY
   DAHPSYN-RXN hits 155143.88 # DAHPSYN-RXN
   3-DEHYDROQUINATE-SYNTHASE-RXN hits 90281.75 # 3-DEHYDROQUINATE-SYNTHASE-RXN
   3-DEHYDROQUINATE-DEHYDRATASE-RXN hits 89946.75000000001 # 3-DEHYDROQUINATE-DEHYDRATASE-RXN
   RXN-7968 hits 7.0 # RXN-7968
   SHIKIMATE-5-DEHYDROGENASE-RXN hits 97846.58 # SHIKIMATE-5-DEHYDROGENASE-RXN
   SHIKIMATE-KINASE-RXN hits 92714.37 # SHIKIMATE-KINASE-RXN
   2.5.1.19-RXN hits 89941.75000000001 # 2.5.1.19-RXN
   CHORISMATE-SYNTHASE-RXN hits 89959.75000000001 # CHORISMATE-SYNTHASE-RXN
path 14 fam0 4 fam-found 4 # ASPASN-PWY
   ASPAMINOTRANS-RXN hits 23327.02 # ASPAMINOTRANS-RXN
   ASPARTASE-RXN hits 9156.86 # ASPARTASE-RXN
   ASNSYNA-RXN hits 29358.76 # ASNSYNA-RXN
   ASPARAGHYD-RXN hits 91943.67 # ASPARAGHYD-RXN
path 15 fam0 5 fam-found 3 # AST-PWY
   ARGININE-N-SUCCINYLTRANSFERASE-RXN hits 4.0 # ARGININE-N-SUCCINYLTRANSFERASE-RXN
   SUCCARGDIHYDRO-RXN hits 4.0 # SUCCARGDIHYDRO-RXN
   SUCCGLUALDDEHYD-RXN hits 4.0 # SUCCGLUALDDEHYD-RXN
path 16 fam0 26 fam-found 5 # BENZCOA-PWY
   RXN-10819 hits 44.75 # RXN-10819
   OHBENZCOARED-RXN hits 118.0 # OHBENZCOARED-RXN
   RXN-865 hits 67.5 # RXN-865
   PHEAMINOTRANS-RXN hits 188.5 # PHEAMINOTRANS-RXN
   PHENDEHYD-RXN hits 67.5 # PHENDEHYD-RXN
path 17 fam0 14 fam-found 14 # BIOTIN-BIOSYNTHESIS-PWY
   RXN-11475 hits 1.0 # RXN-11475
   RXN-11474 hits 2603.33 # RXN-11474
   RXN-11476 hits 95607.83 # RXN-11476
   RXN-11477 hits 79740.43000000001 # RXN-11477
   RXN-11478 hits 6358.83 # RXN-11478
   RXN-11479 hits 2603.33 # RXN-11479
   RXN-11480 hits 95607.83 # RXN-11480
   RXN-11481 hits 79740.43000000001 # RXN-11481
   RXN-11482 hits 6358.83 # RXN-11482
   RXN-11483 hits 188.5 # RXN-11483
   RXN-11484 hits 5804.75 # RXN-11484
   DAPASYN-RXN hits 1656.25 # DAPASYN-RXN
   DETHIOBIOTIN-SYN-RXN hits 3182.92 # DETHIOBIOTIN-SYN-RXN
   2.8.1.6-RXN hits 5776.87 # 2.8.1.6-RXN
path 18 fam0 17 fam-found 10 # BRANCHED-CHAIN-AA-SYN-PWY
   ACETOOHBUTSYN-RXN hits 172675.59 # ACETOOHBUTSYN-RXN
   ACETOOHBUTREDUCTOISOM-RXN hits 84541.58 # ACETOOHBUTREDUCTOISOM-RXN
   DIHYDROXYMETVALDEHYDRAT-RXN hits 87339.42000000001 # DIHYDROXYMETVALDEHYDRAT-RXN
   BRANCHED-CHAINAMINOTRANSFERILEU-RXN hits 92666.25 # BRANCHED-CHAINAMINOTRANSFERILEU-RXN
   ACETOLACTSYN-RXN hits 172675.59 # ACETOLACTSYN-RXN
   ACETOLACTREDUCTOISOM-RXN hits 84541.58 # ACETOLACTREDUCTOISOM-RXN
   DIHYDROXYISOVALDEHYDRAT-RXN hits 87339.42000000001 # DIHYDROXYISOVALDEHYDRAT-RXN
   BRANCHED-CHAINAMINOTRANSFERVAL-RXN hits 92666.25 # BRANCHED-CHAINAMINOTRANSFERVAL-RXN
   2-ISOPROPYLMALATESYN-RXN hits 84568.50000000001 # 2-ISOPROPYLMALATESYN-RXN
   BRANCHED-CHAINAMINOTRANSFERLEU-RXN hits 92666.25 # BRANCHED-CHAINAMINOTRANSFERLEU-RXN
path 19 fam0 13 fam-found 8 # CALVIN-PWY
   TRIOSEPISOMERIZATION-RXN hits 92612.25 # TRIOSEPISOMERIZATION-RXN
   1TRANSKETO-RXN hits 88225.41 # 1TRANSKETO-RXN
   RIB5PISOM-RXN hits 92576.0 # RIB5PISOM-RXN
   RIBULP3EPIM-RXN hits 92828.25 # RIBULP3EPIM-RXN
   PHOSGLYPHOS-RXN hits 92714.8 # PHOSGLYPHOS-RXN
   F16ALDOLASE-RXN hits 90834.25 # F16ALDOLASE-RXN
   F16BDEPHOS-RXN hits 90612.1 # F16BDEPHOS-RXN
   2TRANSKETO-RXN hits 88225.41 # 2TRANSKETO-RXN
path 20 fam0 20 fam-found 3 # CAROTENOID-PWY
   RXN1F-151 hits 4.0 # RXN1F-151
   RXN1F-150 hits 4.0 # RXN1F-150
   RXN1F-148 hits 4.0 # RXN1F-148
path 23 fam0 7 fam-found 6 # CENTFERM-PWY
   PYRUFLAVREDUCT-RXN hits 2254.95 # PYRUFLAVREDUCT-RXN
   ACETYL-COA-ACETYLTRANSFER-RXN hits 57889.95 # ACETYL-COA-ACETYLTRANSFER-RXN
   RXN-11662 hits 45393.5 # RXN-11662
   RXN-11667 hits 45568.95 # RXN-11667
   BUTYRYL-COA-DEHYDROGENASE-RXN hits 1708.95 # BUTYRYL-COA-DEHYDROGENASE-RXN
   BUTYRATE-KINASE-RXN hits 203.25 # BUTYRATE-KINASE-RXN
path 24 fam0 10 fam-found 5 # CHLOROPHYLL-SYN
   UROGENDECARBOX-RXN hits 9020.33 # UROGENDECARBOX-RXN
   RXN0-1461 hits 192.0 # RXN0-1461
   PROTOPORGENOXI-RXN hits 10639.66 # PROTOPORGENOXI-RXN
   RXN1F-20 hits 169.0 # RXN1F-20
   RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN hits 4.0 # RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
path 25 fam0 4 fam-found 3 # COA-PWY
   P-PANTOCYSLIG-RXN hits 2867.4700000000003 # P-PANTOCYSLIG-RXN
   PANTEPADENYLYLTRAN-RXN hits 92711.25 # PANTEPADENYLYLTRAN-RXN
   DEPHOSPHOCOAKIN-RXN hits 92809.25 # DEPHOSPHOCOAKIN-RXN
path 26 fam0 6 fam-found 5 # COBALSYN-PWY
   DMBPPRIBOSYLTRANS-RXN hits 4490.7 # DMBPPRIBOSYLTRANS-RXN
   BTUR2-RXN hits 8747.449999999999 # BTUR2-RXN
   COBINAMIDEKIN-RXN hits 4177.5 # COBINAMIDEKIN-RXN
   COBALAMIN5PSYN-RXN hits 4186.7 # COBALAMIN5PSYN-RXN
   RXN-8770 hits 12733.47 # RXN-8770
path 28 fam0 11 fam-found 11 # COLANSYN-PWY
   GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN hits 4584.49 # GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
