path 1 fam0 9 fam-found 7 # 1CMET2-PWY
   5-FORMYL-THF-CYCLO-LIGASE-RXN hits 17635.29 # 5-FORMYL-THF-CYCLO-LIGASE-RXN
   METHENYLTHFCYCLOHYDRO-RXN hits 14644.0 # METHENYLTHFCYCLOHYDRO-RXN
   THYMIDYLATESYN-RXN hits 66836.98999999999 # THYMIDYLATESYN-RXN
   1.5.1.20-RXN hits 49553.53999999999 # 1.5.1.20-RXN
   HOMOCYSMETB12-RXN hits 66485.21 # HOMOCYSMETB12-RXN
   GLYOHMETRANS-RXN hits 67350.65 # GLYOHMETRANS-RXN
   DIHYDROFOLATEREDUCT-RXN hits 66940.73999999999 # DIHYDROFOLATEREDUCT-RXN
path 2 fam0 8 fam-found 5 # 3-HYDROXYPHENYLACETATE-DEGRADATION-PWY
   RXN-8505 hits 14.25 # RXN-8505
   1.13.11.15-RXN hits 14.25 # 1.13.11.15-RXN
   5.3.3.10-RXN hits 14.25 # 5.3.3.10-RXN
   4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN hits 29.5 # 4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN
   SUCCSEMIALDDEHYDROG-RXN hits 3887.04 # SUCCSEMIALDDEHYDROG-RXN
path 4 fam0 4 fam-found 4 # AEROBACTINSYN-PWY
   1.14.13.59-RXN hits 3122.71 # 1.14.13.59-RXN
   N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN hits 0.25 # N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN
   RXN-13054 hits 2111.71 # RXN-13054
   RXN-13056 hits 1028.54 # RXN-13056
path 5 fam0 47 fam-found 33 # ALL-CHORISMATE-PWY
   RXN-8992 hits 21859.42 # RXN-8992
   4OHBENZOATE-OCTAPRENYLTRANSFER-RXN hits 16182.45 # 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
   3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN hits 21.91 # 3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
   2-OCTAPRENYL-6-OHPHENOL-METHY-RXN hits 61851.98000000001 # 2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
   RXN-15889 hits 39513.86 # RXN-15889
   ENTDB-RXN hits 39513.86 # ENTDB-RXN
   ISOCHORMAT-RXN hits 28272.340000000004 # ISOCHORMAT-RXN
   DHBDEHYD-RXN hits 14656.17 # DHBDEHYD-RXN
   DAHPSYN-RXN hits 70135.34 # DAHPSYN-RXN
   3-DEHYDROQUINATE-SYNTHASE-RXN hits 67619.35 # 3-DEHYDROQUINATE-SYNTHASE-RXN
   3-DEHYDROQUINATE-DEHYDRATASE-RXN hits 68735.04999999999 # 3-DEHYDROQUINATE-DEHYDRATASE-RXN
   SHIKIMATE-5-DEHYDROGENASE-RXN hits 67687.75 # SHIKIMATE-5-DEHYDROGENASE-RXN
   SHIKIMATE-KINASE-RXN hits 80969.4 # SHIKIMATE-KINASE-RXN
   2.5.1.19-RXN hits 68026.15 # 2.5.1.19-RXN
   CHORISMATE-SYNTHASE-RXN hits 68172.15 # CHORISMATE-SYNTHASE-RXN
   ANTHRANSYN-RXN hits 47573.990000000005 # ANTHRANSYN-RXN
   PRTRANS-RXN hits 33710.83 # PRTRANS-RXN
   PRAISOM-RXN hits 29753.58 # PRAISOM-RXN
   IGPSYN-RXN hits 17449.699999999997 # IGPSYN-RXN
   CHORISMATEMUT-RXN hits 1069.5 # CHORISMATEMUT-RXN
   PREPHENATEDEHYDRAT-RXN hits 37.5 # PREPHENATEDEHYDRAT-RXN
   PHEAMINOTRANS-RXN hits 2127.04 # PHEAMINOTRANS-RXN
   PABASYN-RXN hits 38423.69 # PABASYN-RXN
   CHORPYRLY-RXN hits 2543.37 # CHORPYRLY-RXN
   ISOCHORSYN-RXN hits 55934.47 # ISOCHORSYN-RXN
   2.5.1.64-RXN hits 27952.15 # 2.5.1.64-RXN
   RXN-9310 hits 133055.82 # RXN-9310
   O-SUCCINYLBENZOATE-COA-SYN-RXN hits 26853.85 # O-SUCCINYLBENZOATE-COA-SYN-RXN
   O-SUCCINYLBENZOATE-COA-LIG-RXN hits 41426.93 # O-SUCCINYLBENZOATE-COA-LIG-RXN
   NAPHTHOATE-SYN-RXN hits 43445.42999999999 # NAPHTHOATE-SYN-RXN
   RXN-9311 hits 1847.1 # RXN-9311
   DMK-RXN hits 31022.9 # DMK-RXN
   ADOMET-DMK-METHYLTRANSFER-RXN hits 151108.8 # ADOMET-DMK-METHYLTRANSFER-RXN
path 6 fam0 14 fam-found 14 # ANAEROFRUCAT-PWY
   F16BDEPHOS-RXN hits 89657.29999999999 # F16BDEPHOS-RXN
   3PGAREARR-RXN hits 30907.18 # 3PGAREARR-RXN
   PEPSYNTH-RXN hits 30017.89 # PEPSYNTH-RXN
   GLUCOKIN-RXN hits 78216.61 # GLUCOKIN-RXN
   PGLUCISOM-RXN hits 68611.1 # PGLUCISOM-RXN
   6PFRUCTPHOS-RXN hits 72841.25 # 6PFRUCTPHOS-RXN
   F16ALDOLASE-RXN hits 67821.35 # F16ALDOLASE-RXN
   TRIOSEPISOMERIZATION-RXN hits 77923.1 # TRIOSEPISOMERIZATION-RXN
   GAPOXNPHOSPHN-RXN hits 67137.76 # GAPOXNPHOSPHN-RXN
   PHOSGLYPHOS-RXN hits 68191.65 # PHOSGLYPHOS-RXN
   RXN-15513 hits 110122.66 # RXN-15513
   2PGADEHYDRAT-RXN hits 68432.25 # 2PGADEHYDRAT-RXN
   PEPDEPHOS-RXN hits 65692.78 # PEPDEPHOS-RXN
   L-LACTATE-DEHYDROGENASE-RXN hits 40184.3 # L-LACTATE-DEHYDROGENASE-RXN
path 7 fam0 10 fam-found 10 # ANAGLYCOLYSIS-PWY
   GLUCOKIN-RXN hits 78216.61 # GLUCOKIN-RXN
   PGLUCISOM-RXN hits 68611.1 # PGLUCISOM-RXN
   6PFRUCTPHOS-RXN hits 72841.25 # 6PFRUCTPHOS-RXN
   F16ALDOLASE-RXN hits 67821.35 # F16ALDOLASE-RXN
   TRIOSEPISOMERIZATION-RXN hits 77923.1 # TRIOSEPISOMERIZATION-RXN
   GAPOXNPHOSPHN-RXN hits 67137.76 # GAPOXNPHOSPHN-RXN
   PHOSGLYPHOS-RXN hits 68191.65 # PHOSGLYPHOS-RXN
   RXN-15513 hits 110122.66 # RXN-15513
   2PGADEHYDRAT-RXN hits 68432.25 # 2PGADEHYDRAT-RXN
   PEPDEPHOS-RXN hits 65692.78 # PEPDEPHOS-RXN
path 8 fam0 16 fam-found 15 # ARG+POLYAMINE-SYN
   LYSDECARBOX-RXN hits 14.25 # LYSDECARBOX-RXN
   ORNDECARBOX-RXN hits 1978.83 # ORNDECARBOX-RXN
   ARGDECARBOX-RXN hits 54502.9 # ARGDECARBOX-RXN
   AGMATIN-RXN hits 16.25 # AGMATIN-RXN
   SAMDECARB-RXN hits 41247.67 # SAMDECARB-RXN
   SPERMIDINESYN-RXN hits 27511.92 # SPERMIDINESYN-RXN
   CARBPSYN-RXN hits 136172.7 # CARBPSYN-RXN
   N-ACETYLTRANSFER-RXN hits 2565.87 # N-ACETYLTRANSFER-RXN
   ACETYLGLUTKIN-RXN hits 28969.49 # ACETYLGLUTKIN-RXN
   N-ACETYLGLUTPREDUCT-RXN hits 28974.49 # N-ACETYLGLUTPREDUCT-RXN
   ACETYLORNTRANSAM-RXN hits 15333.669999999998 # ACETYLORNTRANSAM-RXN
   ACETYLORNDEACET-RXN hits 13827.25 # ACETYLORNDEACET-RXN
   ORNCARBAMTRANSFER-RXN hits 39527.130000000005 # ORNCARBAMTRANSFER-RXN
   ARGSUCCINSYN-RXN hits 31702.65 # ARGSUCCINSYN-RXN
   ARGSUCCINLYA-RXN hits 31705.65 # ARGSUCCINLYA-RXN
path 9 fam0 11 fam-found 8 # ARGDEG-PWY
   ARGDECARBOX-RXN hits 54502.9 # ARGDECARBOX-RXN
   AGMATIN-RXN hits 16.25 # AGMATIN-RXN
   RXN0-3901 hits 15753.59 # RXN0-3901
   RXN0-3942 hits 13760.419999999998 # RXN0-3942
   AMINOBUTDEHYDROG-RXN hits 677.91 # AMINOBUTDEHYDROG-RXN
   SUCCSEMIALDDEHYDROG-RXN hits 3887.04 # SUCCSEMIALDDEHYDROG-RXN
   GABATRANSAM-RXN hits 2178.92 # GABATRANSAM-RXN
   SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN hits 973.83 # SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
path 10 fam0 13 fam-found 8 # ARGORNPROST-PWY
   ARGININE-DEIMINASE-RXN hits 24677.1 # ARGININE-DEIMINASE-RXN
   ORNCARBAMTRANSFER-RXN hits 39527.130000000005 # ORNCARBAMTRANSFER-RXN
   CARBAMATE-KINASE-RXN hits 43106.8 # CARBAMATE-KINASE-RXN
   ORNITHINE-CYCLODEAMINASE-RXN hits 1.0 # ORNITHINE-CYCLODEAMINASE-RXN
   ORNITHINE-RACEMASE-RXN hits 6.4 # ORNITHINE-RACEMASE-RXN
   ORNITHINE-GLU-AMINOTRANSFORASE-RXN hits 62.9 # ORNITHINE-GLU-AMINOTRANSFORASE-RXN
   PYRROLINECARBREDUCT-RXN hits 57838.15 # PYRROLINECARBREDUCT-RXN
   PROLINE-RACEMASE-RXN hits 861.0 # PROLINE-RACEMASE-RXN
path 11 fam0 9 fam-found 9 # ARGSYN-PWY
   CARBPSYN-RXN hits 136172.7 # CARBPSYN-RXN
   N-ACETYLTRANSFER-RXN hits 2565.87 # N-ACETYLTRANSFER-RXN
   ACETYLGLUTKIN-RXN hits 28969.49 # ACETYLGLUTKIN-RXN
   N-ACETYLGLUTPREDUCT-RXN hits 28974.49 # N-ACETYLGLUTPREDUCT-RXN
   ACETYLORNTRANSAM-RXN hits 15333.669999999998 # ACETYLORNTRANSAM-RXN
   ACETYLORNDEACET-RXN hits 13827.25 # ACETYLORNDEACET-RXN
   ORNCARBAMTRANSFER-RXN hits 39527.130000000005 # ORNCARBAMTRANSFER-RXN
   ARGSUCCINSYN-RXN hits 31702.65 # ARGSUCCINSYN-RXN
   ARGSUCCINLYA-RXN hits 31705.65 # ARGSUCCINLYA-RXN
path 12 fam0 9 fam-found 8 # ARGSYNBSUB-PWY
   N-ACETYLTRANSFER-RXN hits 2565.87 # N-ACETYLTRANSFER-RXN
   ACETYLGLUTKIN-RXN hits 28969.49 # ACETYLGLUTKIN-RXN
   N-ACETYLGLUTPREDUCT-RXN hits 28974.49 # N-ACETYLGLUTPREDUCT-RXN
   ACETYLORNTRANSAM-RXN hits 15333.669999999998 # ACETYLORNTRANSAM-RXN
   CARBPSYN-RXN hits 136172.7 # CARBPSYN-RXN
   ORNCARBAMTRANSFER-RXN hits 39527.130000000005 # ORNCARBAMTRANSFER-RXN
   ARGSUCCINSYN-RXN hits 31702.65 # ARGSUCCINSYN-RXN
   ARGSUCCINLYA-RXN hits 31705.65 # ARGSUCCINLYA-RXN
